-1.899999999999999834e-04,6.999999999999999387e-05,1.000000000000000048e-04,5.999999999999999474e-05,-2.000000000000000164e-05,8.099999999999999561e-04,2.000000000000000164e-05,-4.499999999999999877e-04,6.000000000000000000e+00
-1.899999999999999834e-04,6.999999999999999387e-05,1.000000000000000048e-04,5.999999999999999474e-05,-2.000000000000000164e-05,8.099999999999999561e-04,2.000000000000000164e-05,-4.499999999999999877e-04,6.000000000000000000e+00
-1.899999999999999834e-04,6.999999999999999387e-05,1.000000000000000048e-04,5.999999999999999474e-05,-2.000000000000000164e-05,8.099999999999999561e-04,2.000000000000000164e-05,-4.499999999999999877e-04,6.000000000000000000e+00
-1.899999999999999834e-04,6.999999999999999387e-05,1.000000000000000048e-04,5.999999999999999474e-05,-2.000000000000000164e-05,8.099999999999999561e-04,2.000000000000000164e-05,-4.499999999999999877e-04,6.000000000000000000e+00
-1.899999999999999834e-04,6.999999999999999387e-05,1.000000000000000048e-04,5.999999999999999474e-05,-2.000000000000000164e-05,8.099999999999999561e-04,2.000000000000000164e-05,-4.499999999999999877e-04,6.000000000000000000e+00
-1.899999999999999834e-04,6.999999999999999387e-05,1.000000000000000048e-04,5.999999999999999474e-05,-2.000000000000000164e-05,8.099999999999999561e-04,2.000000000000000164e-05,-4.499999999999999877e-04,6.000000000000000000e+00
-6.999999999999999387e-05,-4.000000000000000327e-05,-9.000000000000000567e-05,-2.000000000000000096e-04,-5.800000000000000034e-04,-9.100000000000000016e-04,-5.999999999999999474e-05,-9.199999999999999194e-04,6.000000000000000000e+00
-6.999999999999999387e-05,-4.000000000000000327e-05,-9.000000000000000567e-05,-2.000000000000000096e-04,-5.800000000000000034e-04,-9.100000000000000016e-04,-5.999999999999999474e-05,-9.199999999999999194e-04,6.000000000000000000e+00
-6.999999999999999387e-05,-4.000000000000000327e-05,-9.000000000000000567e-05,-2.000000000000000096e-04,-5.800000000000000034e-04,-9.100000000000000016e-04,-5.999999999999999474e-05,-9.199999999999999194e-04,6.000000000000000000e+00
-6.999999999999999387e-05,-4.000000000000000327e-05,-9.000000000000000567e-05,-2.000000000000000096e-04,-5.800000000000000034e-04,-9.100000000000000016e-04,-5.999999999999999474e-05,-9.199999999999999194e-04,6.000000000000000000e+00
-6.999999999999999387e-05,-4.000000000000000327e-05,-9.000000000000000567e-05,-2.000000000000000096e-04,-5.800000000000000034e-04,-9.100000000000000016e-04,-5.999999999999999474e-05,-9.199999999999999194e-04,6.000000000000000000e+00
